"Country","Country code","Survey year","Prevalence (%)","Substance","Recall period","Age","Sample size","Males (%)","Females (%)"
"Latvia","LV",2020,71.3,"Alcohol","Last year","Young adults (15-34)",1627,74.9,67.4
"Latvia","LV",2015,54.6,"Alcohol","Last month","All adults (15-64)",4513,71.1,38.9
"Latvia","LV",2020,75.4,"Tobacco","Lifetime","All adults (15-64)",4616,86.8,64.5
"Latvia","LV",2020,72.4,"Tobacco","Lifetime","Young adults (15-34)",1627,79.9,64.4
"Latvia","LV",2020,38.1,"Tobacco","Last year","All adults (15-64)",4616,52.2,24.5
"Latvia","LV",2020,36,"Tobacco","Last year","Young adults (15-34)",1627,47.4,23.8
"Latvia","LV",2020,36.1,"Tobacco","Last month","All adults (15-64)",4616,49.8,23
"Latvia","LV",2020,33.9,"Tobacco","Last month","Young adults (15-34)",1627,44.7,22.3
"Lithuania","LT",2021,13.7,"Cannabis","Lifetime","All adults (15-64)",2501,20.7,6.8
"Lithuania","LT",2021,23.3,"Cannabis","Lifetime","Young adults (15-34)",902,31.2,14.5
"Lithuania","LT",2021,4.3,"Cannabis","Last year","All adults (15-64)",2501,6.7,1.9
"Lithuania","LT",2021,8.8,"Cannabis","Last year","Young adults (15-34)",902,12.6,4.6
"Lithuania","LT",2021,1.5,"Cannabis","Last month","All adults (15-64)",2501,2.7,0.3
"Lithuania","LT",2021,3,"Cannabis","Last month","Young adults (15-34)",902,4.8,0.9
"Lithuania","LT",2021,1.8,"Cocaine","Lifetime","All adults (15-64)",2501,2.9,0.6
"Lithuania","LT",2021,2.9,"Cocaine","Lifetime","Young adults (15-34)",902,4,1.6
"Lithuania","LT",2021,0.6,"Cocaine","Last year","All adults (15-64)",2501,1.2,0
"Lithuania","LT",2021,0.8,"Cocaine","Last year","Young adults (15-34)",902,1.6,0
"Lithuania","LT",2021,0.4,"Cocaine","Last month","All adults (15-64)",2501,0.8,0
"Lithuania","LT",2021,0.4,"Cocaine","Last month","Young adults (15-34)",902,0.8,0
"Lithuania","LT",2021,1.4,"Amphetamines","Lifetime","All adults (15-64)",2501,2.6,0.3
"Lithuania","LT",2021,2.9,"Amphetamines","Lifetime","Young adults (15-34)",902,4.6,0.9
"Lithuania","LT",2021,0.2,"Amphetamines","Last year","All adults (15-64)",2501,0.4,0
"Lithuania","LT",2021,0.6,"Amphetamines","Last year","Young adults (15-34)",902,1.1,0
"Lithuania","LT",2021,0.1,"Amphetamines","Last month","All adults (15-64)",2501,0.1,0
"Lithuania","LT",2021,0.1,"Amphetamines","Last month","Young adults (15-34)",902,0.2,0
"Lithuania","LT",2021,1.8,"Ecstasy","Lifetime","All adults (15-64)",2501,3.1,0.5
"Lithuania","LT",2021,3.3,"Ecstasy","Lifetime","Young adults (15-34)",902,5.5,1
"Lithuania","LT",2021,0.4,"Ecstasy","Last year","All adults (15-64)",2501,0.8,0
"Lithuania","LT",2021,0.8,"Ecstasy","Last year","Young adults (15-34)",902,1.5,0
"Lithuania","LT",2021,0.1,"Ecstasy","Last month","All adults (15-64)",2501,0.2,0
"Lithuania","LT",2021,0.2,"Ecstasy","Last month","Young adults (15-34)",902,0.4,0
"Lithuania","LT",2021,1,"LSD","Lifetime","All adults (15-64)",2501,1.9,0.1
"Lithuania","LT",2021,2,"LSD","Lifetime","Young adults (15-34)",902,3.4,0.3
"Lithuania","LT",2021,0.2,"LSD","Last year","All adults (15-64)",2501,0.5,0
"Lithuania","LT",2021,0.3,"LSD","Last year","Young adults (15-34)",902,0.6,0
"Lithuania","LT",2021,0.1,"LSD","Last month","All adults (15-64)",2501,0.1,0
"Lithuania","LT",2021,0.1,"LSD","Last month","Young adults (15-34)",902,0.1,0
"Lithuania","LT",2021,84.4,"Alcohol","Last year","All adults (15-64)",2501,86.7,82.1
"Lithuania","LT",2021,80.3,"Alcohol","Last year","Young adults (15-34)",902,82.8,77.5
"Lithuania","LT",2021,62.8,"Alcohol","Last month","All adults (15-64)",2501,72.4,53.2
"Lithuania","LT",2021,59.3,"Alcohol","Last month","Young adults (15-34)",902,67.2,50.4
"Lithuania","LT",2021,65.2,"Tobacco","Lifetime","All adults (15-64)",2501,80,50.3
"Lithuania","LT",2021,61.9,"Tobacco","Lifetime","Young adults (15-34)",902,74.5,48
"Lithuania","LT",2021,38.5,"Tobacco","Last year","All adults (15-64)",2501,53.1,23.9
"Lithuania","LT",2021,36.3,"Tobacco","Last year","Young adults (15-34)",902,47.7,23.6
"Lithuania","LT",2021,34.9,"Tobacco","Last month","All adults (15-64)",2501,49.2,20.5
"Lithuania","LT",2021,30.4,"Tobacco","Last month","Young adults (15-34)",902,41.8,17.6
"Luxembourg","LU",2019,23.3,"Cannabis","Lifetime","All adults (15-64)",3514,27.8,19.6
"Luxembourg","LU",2019,32.7,"Cannabis","Lifetime","Young adults (15-34)",1052,38.1,29.5
"Luxembourg","LU",2019,5.4,"Cannabis","Last year","All adults (15-64)",3514,7,4
"Luxembourg","LU",2019,12,"Cannabis","Last year","Young adults (15-34)",1052,16.5,9.3
"Luxembourg","LU",2019,2.3,"Cannabis","Last month","All adults (15-64)",3514,3.5,1.4
"Luxembourg","LU",2019,4.8,"Cannabis","Last month","Young adults (15-34)",1052,7.9,3
"Luxembourg","LU",2019,2.9,"Cocaine","Lifetime","All adults (15-64)",3514,4.2,1.8
"Luxembourg","LU",2019,2.7,"Cocaine","Lifetime","Young adults (15-34)",1052,3,2.4
"Luxembourg","LU",2019,0.5,"Cocaine","Last year","All adults (15-64)",3514,0.7,0.3
"Luxembourg","LU",2019,0.9,"Cocaine","Last year","Young adults (15-34)",1052,1.5,0.5
"Luxembourg","LU",2019,0,"Cocaine","Last month","All adults (15-64)",3514,0,0
"Luxembourg","LU",2019,0,"Cocaine","Last month","Young adults (15-34)",1052,0,0
"Luxembourg","LU",2019,1.3,"Amphetamines","Lifetime","All adults (15-64)",3514,2,0.8
"Luxembourg","LU",2019,1,"Amphetamines","Lifetime","Young adults (15-34)",1052,1.3,0.9
"Luxembourg","LU",2019,0.1,"Amphetamines","Last year","All adults (15-64)",3514,0.1,0.1
"Luxembourg","LU",2019,0.3,"Amphetamines","Last year","Young adults (15-34)",1052,0.3,0.3
"Luxembourg","LU",2019,0,"Amphetamines","Last month","All adults (15-64)",3514,0,0
"Luxembourg","LU",2019,0,"Amphetamines","Last month","Young adults (15-34)",1052,0,0
"Luxembourg","LU",2019,2,"Ecstasy","Lifetime","All adults (15-64)",3514,3,1.3
"Luxembourg","LU",2019,2.8,"Ecstasy","Lifetime","Young adults (15-34)",1052,3.8,2.1
"Luxembourg","LU",2019,0.3,"Ecstasy","Last year","All adults (15-64)",3514,0.4,0.2
"Luxembourg","LU",2019,0.9,"Ecstasy","Last year","Young adults (15-34)",1052,1.3,0.6
"Luxembourg","LU",2019,0,"Ecstasy","Last month","All adults (15-64)",3514,0.1,0
"Luxembourg","LU",2019,0.1,"Ecstasy","Last month","Young adults (15-34)",1052,0.3,0
"Luxembourg","LU",2019,1.5,"LSD","Lifetime","All adults (15-64)",3514,2.2,0.9
"Luxembourg","LU",2019,1,"LSD","Lifetime","Young adults (15-34)",1052,1,0.9
"Luxembourg","LU",2019,0.1,"LSD","Last year","All adults (15-64)",3514,0.1,0.1
"Luxembourg","LU",2019,0.3,"LSD","Last year","Young adults (15-34)",1052,0.3,0.3
"Luxembourg","LU",2019,0,"LSD","Last month","All adults (15-64)",3514,0,0
"Luxembourg","LU",2019,0,"LSD","Last month","Young adults (15-34)",1052,0,0
"Luxembourg","LU",2019,88,"Alcohol","Lifetime","All adults (15-64)",3514,92,84.8
"Luxembourg","LU",2019,84.1,"Alcohol","Lifetime","Young adults (15-34)",1052,89.1,81.2
"Luxembourg","LU",2019,81.3,"Alcohol","Last year","All adults (15-64)",3514,86.1,77.4
"Luxembourg","LU",2019,76.7,"Alcohol","Last year","Young adults (15-34)",1052,83.8,72.5
"Luxembourg","LU",2019,71.4,"Alcohol","Last month","All adults (15-64)",3514,79.5,64.9
"Luxembourg","LU",2019,61.4,"Alcohol","Last month","Young adults (15-34)",1052,71.8,55.2
"Malta","MT",2013,4.3,"Cannabis","Lifetime","All adults (15-64)",,6.7,2
"Malta","MT",2013,0.9,"Cannabis","Last year","All adults (15-64)",,,
"Malta","MT",2013,0.4,"Cannabis","Last month","All adults (15-64)",,,
"Malta","MT",2013,0.5,"Cocaine","Lifetime","All adults (15-64)",,,
"Malta","MT",2013,0.3,"Amphetamines","Lifetime","All adults (15-64)",,,
"Malta","MT",2013,0.7,"Ecstasy","Lifetime","All adults (15-64)",,,
"Malta","MT",2013,75.9,"Alcohol","Lifetime","All adults (15-64)",,86.6,69.2
"Malta","MT",2013,70.6,"Alcohol","Last year","All adults (15-64)",,77.8,63.4
"Malta","MT",2013,58.8,"Alcohol","Last month","All adults (15-64)",,69.9,47.8
"Malta","MT",2013,45.1,"Tobacco","Lifetime","All adults (15-64)",,54.8,35.5
"Malta","MT",2013,28.7,"Tobacco","Last year","All adults (15-64)",,35.5,22.2
"Malta","MT",2013,27.4,"Tobacco","Last month","All adults (15-64)",,33.5,21.3
"Netherlands","NL",2022,28.8,"Cannabis","Lifetime","All adults (15-64)",6043,34.1,23.5
"Netherlands","NL",2022,39.4,"Cannabis","Lifetime","Young adults (15-34)",2157,45.2,33.4
"Netherlands","NL",2022,10.2,"Cannabis","Last year","All adults (15-64)",6043,13.7,6.6
"Netherlands","NL",2022,18.2,"Cannabis","Last year","Young adults (15-34)",2157,23.1,13.1
"Netherlands","NL",2022,6.1,"Cannabis","Last month","All adults (15-64)",6043,8.6,3.5
"Netherlands","NL",2022,10,"Cannabis","Last month","Young adults (15-34)",2157,13.3,6.5
"Netherlands","NL",2022,7.8,"Cocaine","Lifetime","All adults (15-64)",6043,10.4,5.1
"Netherlands","NL",2022,10.9,"Cocaine","Lifetime","Young adults (15-34)",2157,14.5,7.1
"Netherlands","NL",2022,3,"Cocaine","Last year","All adults (15-64)",6043,4.2,1.9
"Netherlands","NL",2022,5.5,"Cocaine","Last year","Young adults (15-34)",2157,7,3.9
"Netherlands","NL",2022,1.2,"Cocaine","Last month","All adults (15-64)",6043,1.8,0.7
"Netherlands","NL",2022,2.3,"Cocaine","Last month","Young adults (15-34)",2157,3.1,1.4
"Netherlands","NL",2022,6.3,"Amphetamines","Lifetime","All adults (15-64)",6043,8.7,3.8
"Netherlands","NL",2022,9.2,"Amphetamines","Lifetime","Young adults (15-34)",2157,12.6,5.6
"Netherlands","NL",2022,1.7,"Amphetamines","Last year","All adults (15-64)",6043,2.4,1.1
"Netherlands","NL",2022,3.2,"Amphetamines","Last year","Young adults (15-34)",2157,4.2,2.1
"Netherlands","NL",2022,0.7,"Amphetamines","Last month","All adults (15-64)",6043,1,0.4
"Netherlands","NL",2022,1.1,"Amphetamines","Last month","Young adults (15-34)",2157,1.3,0.9
"Netherlands","NL",2022,12.7,"Ecstasy","Lifetime","All adults (15-64)",6043,15.3,10.1
"Netherlands","NL",2022,19.6,"Ecstasy","Lifetime","Young adults (15-34)",2157,22.5,16.6
"Netherlands","NL",2022,4.9,"Ecstasy","Last year","All adults (15-64)",6043,5.9,3.9
"Netherlands","NL",2022,9.8,"Ecstasy","Last year","Young adults (15-34)",2157,11.4,8.2
"Netherlands","NL",2022,1.6,"Ecstasy","Last month","All adults (15-64)",6043,2,1.2
"Netherlands","NL",2022,3.1,"Ecstasy","Last month","Young adults (15-34)",2157,3.5,2.7
"Netherlands","NL",2022,2.2,"LSD","Lifetime","All adults (15-64)",6043,3,1.3
"Netherlands","NL",2022,2.8,"LSD","Lifetime","Young adults (15-34)",2157,3.6,1.9
"Netherlands","NL",2022,0.5,"LSD","Last year","All adults (15-64)",6043,0.6,0.3
"Netherlands","NL",2022,0.9,"LSD","Last year","Young adults (15-34)",2157,1.3,0.5
"Netherlands","NL",2022,0.2,"LSD","Last month","All adults (15-64)",6043,0.3,0.1
"Netherlands","NL",2022,0.3,"LSD","Last month","Young adults (15-34)",2157,0.6,0.1
"Netherlands","NL",2019,79.1,"Alcohol","Last year","All adults (15-64)",6127,82.8,75.4
"Netherlands","NL",2019,78.8,"Alcohol","Last year","Young adults (15-34)",2195,80,77.6
"Netherlands","NL",2019,23.8,"Tobacco","Last year","All adults (15-64)",6127,27.8,19.7
"Netherlands","NL",2019,24.7,"Tobacco","Last year","Young adults (15-34)",2195,28.3,20.9
"Norway","NO",2022,27.1,"Cannabis","Lifetime","All adults (15-64)",1657,30.8,23.2
"Norway","NO",2022,32.2,"Cannabis","Lifetime","Young adults (15-34)",844,35.4,28.9
"Norway","NO",2022,5.5,"Cannabis","Last year","All adults (15-64)",1657,6,4.9
"Norway","NO",2022,11,"Cannabis","Last year","Young adults (15-34)",844,11.4,10.5
"Norway","NO",2022,2.4,"Cannabis","Last month","All adults (15-64)",1657,2.7,2.2
"Norway","NO",2022,4.7,"Cannabis","Last month","Young adults (15-34)",844,4.7,4.6
"Norway","NO",2022,7.3,"Cocaine","Lifetime","All adults (15-64)",1657,9.7,4.8
"Norway","NO",2022,10.1,"Cocaine","Lifetime","Young adults (15-34)",844,13.6,6.5
"Norway","NO",2022,2.1,"Cocaine","Last year","All adults (15-64)",1657,3,1.1
"Norway","NO",2022,4.2,"Cocaine","Last year","Young adults (15-34)",844,5.7,2.5
"Norway","NO",2022,5.2,"Amphetamines","Lifetime","All adults (15-64)",1657,7.3,3
"Norway","NO",2022,5.9,"Amphetamines","Lifetime","Young adults (15-34)",844,7.6,4.2
"Norway","NO",2022,0.4,"Amphetamines","Last year","All adults (15-64)",1657,0.6,0.2
"Norway","NO",2022,0.7,"Amphetamines","Last year","Young adults (15-34)",844,0.8,0.6
"Norway","NO",2022,4.7,"Ecstasy","Lifetime","All adults (15-64)",1657,5.9,3.6
"Norway","NO",2022,6.8,"Ecstasy","Lifetime","Young adults (15-34)",844,7.3,6.2
"Norway","NO",2022,0.6,"Ecstasy","Last year","All adults (15-64)",1657,0.8,0.4
"Norway","NO",2022,1.2,"Ecstasy","Last year","Young adults (15-34)",844,1.3,1.1
"Norway","NO",2022,2.5,"LSD","Lifetime","All adults (15-64)",1657,4,0.8
"Norway","NO",2022,3.3,"LSD","Lifetime","Young adults (15-34)",844,5.3,1.3
"Norway","NO",2022,0.1,"LSD","Last year","All adults (15-64)",1657,0.3,0
"Norway","NO",2022,0.4,"LSD","Last year","Young adults (15-34)",844,0.7,0
"Norway","NO",2022,91.4,"Alcohol","Lifetime","All adults (15-64)",1657,92.1,90.7
"Norway","NO",2022,88.5,"Alcohol","Lifetime","Young adults (15-34)",844,90,87.1
"Norway","NO",2022,82.1,"Alcohol","Last year","All adults (15-64)",1657,83.4,80.8
"Norway","NO",2022,80.9,"Alcohol","Last year","Young adults (15-34)",844,82.4,79.3
"Norway","NO",2022,67.2,"Alcohol","Last month","All adults (15-64)",1657,71.7,62.4
"Norway","NO",2022,64.6,"Alcohol","Last month","Young adults (15-34)",844,68.7,60.3
"Norway","NO",2022,46.7,"Tobacco","Lifetime","All adults (15-64)",1657,47.1,46.2
"Norway","NO",2022,38.1,"Tobacco","Lifetime","Young adults (15-34)",844,40.1,36
"Poland","PL",2018,12.1,"Cannabis","Lifetime","All adults (15-64)",3013,16.4,7.7
"Poland","PL",2018,19.1,"Cannabis","Lifetime","Young adults (15-34)",1118,24.6,13.3
"Poland","PL",2018,3.8,"Cannabis","Last year","All adults (15-64)",3013,5,2.6
"Poland","PL",2018,7.8,"Cannabis","Last year","Young adults (15-34)",1118,10.2,5.3
"Poland","PL",2018,2,"Cannabis","Last month","All adults (15-64)",3013,2.7,1.3
"Poland","PL",2018,4.1,"Cannabis","Last month","Young adults (15-34)",1118,5.6,2.6
"Poland","PL",2018,0.7,"Cocaine","Lifetime","All adults (15-64)",3013,1.1,0.4
"Poland","PL",2018,1.2,"Cocaine","Lifetime","Young adults (15-34)",1118,1.4,0.9
"Poland","PL",2018,0.3,"Cocaine","Last year","All adults (15-64)",3013,0.3,0.2
"Poland","PL",2018,0.5,"Cocaine","Last year","Young adults (15-34)",1118,0.5,0.6
"Poland","PL",2018,0.2,"Cocaine","Last month","All adults (15-64)",3013,0.3,0.1
"Poland","PL",2018,0.4,"Cocaine","Last month","Young adults (15-34)",1118,0.4,0.4
"Poland","PL",2018,2.4,"Amphetamines","Lifetime","All adults (15-64)",3013,3.3,1.4
"Poland","PL",2018,3.2,"Amphetamines","Lifetime","Young adults (15-34)",1118,4,2.4
"Poland","PL",2018,0.8,"Amphetamines","Last year","All adults (15-64)",3013,0.9,0.7
"Poland","PL",2018,1.4,"Amphetamines","Last year","Young adults (15-34)",1118,1.6,1.3
"Poland","PL",2018,0.5,"Amphetamines","Last month","All adults (15-64)",3013,0.5,0.5
"Poland","PL",2018,0.7,"Amphetamines","Last month","Young adults (15-34)",1118,0.5,0.9
"Poland","PL",2018,1,"Ecstasy","Lifetime","All adults (15-64)",3013,1.3,0.7
"Poland","PL",2018,1.4,"Ecstasy","Lifetime","Young adults (15-34)",1118,1.9,0.9
"Poland","PL",2018,0.3,"Ecstasy","Last year","All adults (15-64)",3013,0.3,0.3
"Poland","PL",2018,0.5,"Ecstasy","Last year","Young adults (15-34)",1118,0.5,0.6
"Poland","PL",2018,0.3,"Ecstasy","Last month","All adults (15-64)",3013,0.3,0.3
"Poland","PL",2018,0.5,"Ecstasy","Last month","Young adults (15-34)",1118,0.5,0.6
"Poland","PL",2018,1,"LSD","Lifetime","All adults (15-64)",3013,1.3,0.7
"Poland","PL",2018,1.1,"LSD","Lifetime","Young adults (15-34)",1118,1.8,0.4
"Poland","PL",2018,0.5,"LSD","Last year","All adults (15-64)",3013,0.5,0.5
"Poland","PL",2018,0.4,"LSD","Last year","Young adults (15-34)",1118,0.5,0.2
"Poland","PL",2018,0.4,"LSD","Last month","All adults (15-64)",3013,0.5,0.4
"Poland","PL",2018,0.3,"LSD","Last month","Young adults (15-34)",1118,0.4,0.2
"Poland","PL",2018,79.9,"Alcohol","Last year","All adults (15-64)",3013,85.7,74
"Poland","PL",2018,77.8,"Alcohol","Last year","Young adults (15-34)",1118,82.4,73
"Poland","PL",2018,47.4,"Tobacco","Lifetime","All adults (15-64)",3013,57.2,37.6
"Poland","PL",2018,38.9,"Tobacco","Lifetime","Young adults (15-34)",1118,45.5,32.1
"Poland","PL",2018,34,"Tobacco","Last month","All adults (15-64)",3013,42.4,25.7
"Poland","PL",2018,28.4,"Tobacco","Last month","Young adults (15-34)",1118,33.6,23.1
"Portugal","PT",2022,12.2,"Cannabis","Lifetime","All adults (15-64)",8378,17.5,7.1
"Portugal","PT",2022,15.2,"Cannabis","Lifetime","Young adults (15-34)",2550,20.7,9.5
"Portugal","PT",2022,2.8,"Cannabis","Last year","All adults (15-64)",8378,4.5,1.2
"Portugal","PT",2022,4.9,"Cannabis","Last year","Young adults (15-34)",2550,7.6,2.1
"Portugal","PT",2022,2.4,"Cannabis","Last month","All adults (15-64)",8378,4,0.9
"Portugal","PT",2022,4.2,"Cannabis","Last month","Young adults (15-34)",2550,6.8,1.6
"Portugal","PT",2022,1.1,"Cocaine","Lifetime","All adults (15-64)",8378,1.6,0.5
"Portugal","PT",2022,1.2,"Cocaine","Lifetime","Young adults (15-34)",2550,1.9,0.5
"Portugal","PT",2022,0.2,"Cocaine","Last year","All adults (15-64)",8378,0.3,0.1
"Portugal","PT",2022,0.5,"Cocaine","Last year","Young adults (15-34)",2550,0.6,0.3
"Portugal","PT",2022,0.1,"Cocaine","Last month","All adults (15-64)",8378,0.3,0
"Portugal","PT",2022,0.2,"Cocaine","Last month","Young adults (15-34)",2550,0.4,
"Portugal","PT",2016,0.4,"Amphetamines","Lifetime","All adults (15-64)",9632,0.6,0.3
"Portugal","PT",2016,0.4,"Amphetamines","Lifetime","Young adults (15-34)",3467,0.3,0.4
"Portugal","PT",2016,0,"Amphetamines","Last year","All adults (15-64)",9632,0,0
"Portugal","PT",2016,0,"Amphetamines","Last year","Young adults (15-34)",3467,0,0
"Portugal","PT",2016,0,"Amphetamines","Last month","All adults (15-64)",9632,0,0
"Portugal","PT",2022,0.1,"Amphetamines","Last month","Young adults (15-34)",2550,0.1,
"Portugal","PT",2022,0.9,"Ecstasy","Lifetime","All adults (15-64)",8378,1.6,0.4
"Portugal","PT",2022,1,"Ecstasy","Lifetime","Young adults (15-34)",2550,1.8,0.2
"Portugal","PT",2022,0.1,"Ecstasy","Last year","All adults (15-64)",8378,0.2,0
"Portugal","PT",2022,0.3,"Ecstasy","Last year","Young adults (15-34)",2550,0.5,0.1
"Portugal","PT",2022,0.1,"Ecstasy","Last month","All adults (15-64)",8378,0.2,0
"Portugal","PT",2022,0.2,"Ecstasy","Last month","Young adults (15-34)",2550,0.4,0.1
"Portugal","PT",2022,0.4,"LSD","Lifetime","All adults (15-64)",8378,0.7,0
"Portugal","PT",2022,0.4,"LSD","Lifetime","Young adults (15-34)",2550,0.8,0.1
"Portugal","PT",2022,0.1,"LSD","Last year","All adults (15-64)",8378,0.1,
"Portugal","PT",2022,0.2,"LSD","Last year","Young adults (15-34)",2550,0.3,
"Portugal","PT",2016,0,"LSD","Last month","All adults (15-64)",9632,0,0
"Portugal","PT",2016,0,"LSD","Last month","Young adults (15-34)",3467,0,0
"Portugal","PT",2022,75.8,"Alcohol","Lifetime","All adults (15-64)",8378,84.1,68
"Portugal","PT",2022,68.8,"Alcohol","Lifetime","Young adults (15-34)",2550,75.5,61.8
"Portugal","PT",2022,63.5,"Alcohol","Last year","All adults (15-64)",8378,74.9,52.7
"Portugal","PT",2022,57.9,"Alcohol","Last year","Young adults (15-34)",2550,66.7,48.9
"Portugal","PT",2022,56.4,"Alcohol","Last month","All adults (15-64)",8378,69.4,44.1
"Portugal","PT",2022,49.4,"Alcohol","Last month","Young adults (15-34)",2550,59.3,39.4
"Portugal","PT",2022,51,"Tobacco","Lifetime","All adults (15-64)",8378,61.6,41
"Portugal","PT",2022,44.2,"Tobacco","Lifetime","Young adults (15-34)",2550,51.3,36.9
"Portugal","PT",2022,33.1,"Tobacco","Last year","All adults (15-64)",8378,42.4,24.3
"Portugal","PT",2022,29.4,"Tobacco","Last year","Young adults (15-34)",2550,37.5,21
"Portugal","PT",2022,31.9,"Tobacco","Last month","All adults (15-64)",8378,40.8,23.4
"Portugal","PT",2022,27.8,"Tobacco","Last month","Young adults (15-34)",2550,35.8,19.6
"Romania","RO",2019,6.1,"Cannabis","Lifetime","All adults (15-64)",7200,8,4.3
"Romania","RO",2019,9.5,"Cannabis","Lifetime","Young adults (15-34)",3549,12.4,6.6
"Romania","RO",2019,3.5,"Cannabis","Last year","All adults (15-64)",7200,4.8,2.1
"Romania","RO",2019,6,"Cannabis","Last year","Young adults (15-34)",3549,8.4,3.5
"Romania","RO",2019,1.8,"Cannabis","Last month","All adults (15-64)",7200,2.3,1.2
"Romania","RO",2019,3,"Cannabis","Last month","Young adults (15-34)",3549,4,2
"Romania","RO",2019,1.6,"Cocaine","Lifetime","All adults (15-64)",7200,2.1,1
"Romania","RO",2019,2.4,"Cocaine","Lifetime","Young adults (15-34)",3549,3.4,1.3
"Romania","RO",2019,0.5,"Cocaine","Last year","All adults (15-64)",7200,0.6,0.4
"Romania","RO",2019,0.7,"Cocaine","Last year","Young adults (15-34)",3549,1,0.4
"Romania","RO",2019,0.4,"Cocaine","Last month","All adults (15-64)",7200,0.5,0.3
"Romania","RO",2019,0.6,"Cocaine","Last month","Young adults (15-34)",3549,0.7,0.4
"Romania","RO",2019,0.2,"Amphetamines","Lifetime","All adults (15-64)",7200,0.2,0.3
"Romania","RO",2019,0.3,"Amphetamines","Lifetime","Young adults (15-34)",3549,0.3,0.3
"Romania","RO",2016,0.1,"Amphetamines","Last year","All adults (15-64)",7200,0.1,0
"Romania","RO",2019,0.1,"Amphetamines","Last year","Young adults (15-34)",3549,0.1,0.1
"Romania","RO",2016,0,"Amphetamines","Last month","All adults (15-64)",7200,0.1,0
"Romania","RO",2016,0.1,"Amphetamines","Last month","Young adults (15-34)",3609,0.1,0
"Romania","RO",2019,1,"Ecstasy","Lifetime","All adults (15-64)",7200,1.5,0.5
"Romania","RO",2019,1.5,"Ecstasy","Lifetime","Young adults (15-34)",3549,2.6,0.5
"Romania","RO",2019,0.5,"Ecstasy","Last year","All adults (15-64)",7200,0.7,0.2
"Romania","RO",2019,0.8,"Ecstasy","Last year","Young adults (15-34)",3549,1.4,0.2
"Romania","RO",2019,0.4,"Ecstasy","Last month","All adults (15-64)",7200,0.6,0.2
"Romania","RO",2019,0.7,"Ecstasy","Last month","Young adults (15-34)",3549,1.2,0.2
"Romania","RO",2019,0.5,"LSD","Lifetime","All adults (15-64)",7200,0.6,0.4
"Romania","RO",2019,0.7,"LSD","Lifetime","Young adults (15-34)",3549,0.9,0.5
"Romania","RO",2019,0.3,"LSD","Last year","All adults (15-64)",7200,0.4,0.3
"Romania","RO",2019,0.5,"LSD","Last year","Young adults (15-34)",3549,0.7,0.3
"Romania","RO",2019,0.3,"LSD","Last month","All adults (15-64)",7200,0.4,0.3
"Romania","RO",2019,0.5,"LSD","Last month","Young adults (15-34)",3549,0.6,0.3
"Romania","RO",2019,82.4,"Alcohol","Lifetime","All adults (15-64)",7200,86.3,78.6
"Romania","RO",2019,80.5,"Alcohol","Lifetime","Young adults (15-34)",3549,84.2,76.7
"Romania","RO",2019,60.1,"Alcohol","Last year","All adults (15-64)",7200,69.1,51.1
"Romania","RO",2019,61.8,"Alcohol","Last year","Young adults (15-34)",3549,69.4,54
"Romania","RO",2019,48.7,"Alcohol","Last month","All adults (15-64)",7200,60.1,37.3
"Romania","RO",2019,50.1,"Alcohol","Last month","Young adults (15-34)",3549,60,40
"Romania","RO",2019,58.3,"Tobacco","Lifetime","All adults (15-64)",7200,67.2,49.4
"Romania","RO",2019,57.7,"Tobacco","Lifetime","Young adults (15-34)",3549,67.2,50.5
"Romania","RO",2019,41.5,"Tobacco","Last year","All adults (15-64)",7200,49.3,33.5
"Romania","RO",2019,44.7,"Tobacco","Last year","Young adults (15-34)",3549,53.4,35.8
"Romania","RO",2019,40.8,"Tobacco","Last month","All adults (15-64)",7200,48.6,32.9
"Romania","RO",2019,43.8,"Tobacco","Last month","Young adults (15-34)",3549,52.7,34.7
"Slovakia","SK",2023,23.1,"Cannabis","Lifetime","All adults (15-64)",,29.2,16.9
"Slovakia","SK",2023,34,"Cannabis","Lifetime","Young adults (15-34)",,41,26.3
"Slovakia","SK",2023,5.4,"Cannabis","Last year","All adults (15-64)",,8.3,2.3
"Slovakia","SK",2023,10.2,"Cannabis","Last year","Young adults (15-34)",,15,4.9
"Slovakia","SK",2023,3.2,"Cannabis","Last month","All adults (15-64)",,5,1.3
"Slovakia","SK",2023,5.8,"Cannabis","Last month","Young adults (15-34)",,8.9,2.5
"Slovakia","SK",2023,2.1,"Cocaine","Lifetime","All adults (15-64)",,3,1.2
"Slovakia","SK",2023,3.7,"Cocaine","Lifetime","Young adults (15-34)",,4.9,2.3
"Slovakia","SK",2023,0.5,"Cocaine","Last year","All adults (15-64)",,0.7,0.3
"Slovakia","SK",2023,1.1,"Cocaine","Last year","Young adults (15-34)",,1.4,0.8
"Slovakia","SK",2023,0.1,"Cocaine","Last month","All adults (15-64)",,0.2,0
"Slovakia","SK",2023,0.2,"Cocaine","Last month","Young adults (15-34)",,0.2,0.1
"Slovakia","SK",2023,1.3,"Amphetamines","Lifetime","All adults (15-64)",,1.9,0.8
"Slovakia","SK",2023,2,"Amphetamines","Lifetime","Young adults (15-34)",,2.5,1.3
"Slovakia","SK",2023,0.1,"Amphetamines","Last year","All adults (15-64)",,0.1,0
"Slovakia","SK",2023,0.1,"Amphetamines","Last year","Young adults (15-34)",,0.1,0.1
